Territory,County,subcategory,BRAND,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,White Space Score,WEIGHT,AWS
COAST,MURANG'A,dishwashing paste,USHINDI,48,0.001336346,0.000663754,58.84357168,0.011007155,0.647700294
COAST,MURANG'A,fat,FRYMATE,710,0.019916208,0.049544332,37.2025893,0.153784026,5.721163948
COAST,MURANG'A,fat,MPISHI POA,50.167,0.002108317,0.039567094,47.19936714,0.053443607,2.52250441
COAST,MURANG'A,glycerine,SAWA,53.794625,0.000425017,0.000166426,50.01920131,0.067630958,3.382846489
COAST,MURANG'A,lotion,BELLEZA,75.898375,0.022420594,0.017068363,50.01920131,0.049151551,2.458521305
COAST,MURANG'A,lotion,FRESCO,56.57516667,0.02471342,0.023034186,50.01920131,0.068453459,3.42398734
COAST,MURANG'A,margarine,ONJA,90.25,0.019830967,0.011047526,88.91236811,0.025598973,2.276065327
COAST,MURANG'A,milking jelly,SAWA,203.9793333,0.001612993,0.000631055,69.1779389,0.031272102,2.163339529
COAST,MURANG'A,oil,FRESH FRI,9196.223,0.052095586,0.053232025,35.23114298,0.112501919,3.963571187
COAST,MURANG'A,oil,POPCO,2810.057667,0.023939909,0.076307262,46.66201269,0.257224962,12.00263444
COAST,MURANG'A,oil,SALIT,13461.262,0.055806865,0.061847779,47.68458925,0.107796223,5.140218636
COAST,MURANG'A,petroleum jelly,SAWA,0.765,5.55E-06,2.37E-06,69.1779389,0.003092204,0.213912292
COAST,MURANG'A,toilet soap,SAWA,2823.418,0.022333024,0.008734866,40.04580746,0.022333024,0.894343963
COAST,NAIROBI,bar soap,NDUME,320,0.000741872,0.00394079,48.19629137,0.009443762,0.455154324
COAST,NAIROBI,bar soap,USHINDI,10,0.000278405,0.000138282,47.44673382,0.000449164,0.021311348
COAST,NAIROBI,bar soap,WHITEWASH,65.2,0.000277293,0.000279221,21.09236349,0.000711287,0.015002725
COAST,NAIROBI,detergent,USHINDI,0,0,0,58.84357168,,
COAST,NAIROBI,fat,FRYMATE,32,0.000749155,0.002232984,37.2025893,0.005784637,0.21520347
COAST,NAIROBI,glycerine,SAWA,0.756583333,5.48E-06,2.34E-06,50.01920131,0.000872068,0.04362015
COAST,NAIROBI,lotion,BELLEZA,1.792875,0.000355882,0.00040319,50.01920131,0.000780183,0.039024148
COAST,NAIROBI,lotion,FRESCO,1.19525,0.000479449,0.000486638,50.01920131,0.001328021,0.066426562
COAST,NAIROBI,milking jelly,SAWA,14.28,0.000112452,4.42E-05,69.1779389,0.002180177,0.150820134
COAST,NAIROBI,oil,FRESH FRI,162.164,0.000908722,0.000938681,35.23114298,0.001962412,0.069138023
COAST,NAIROBI,oil,SALIT,443.72,0.001796648,0.002038672,47.68458925,0.003470394,0.165484332
COAST,NAIROBI,toilet soap,SAWA,111.048,0.000877897,0.000343551,40.04580746,0.000877897,0.035156089
COAST,NYANDARUA,bar soap,NDUME,1670,0.003871642,0.020565996,48.19629137,0.049284635,2.375336628
COAST,NYANDARUA,bar soap,USHINDI,111.1,0.003093083,0.001536314,47.44673382,0.004990208,0.236769082
COAST,NYANDARUA,bar soap,WHITEWASH,112,0.000484681,0.000479644,21.09236349,0.00124326,0.026223302
COAST,NYANDARUA,bathing soap,DETREX,23.04,0.000350118,0.000165028,54.67270314,0.000350118,0.019141882
COAST,NYANDARUA,bathing soap,SAWA,25.2,0.00019883,7.80E-05,40.04580746,0.0020779,0.083211201
COAST,NYANDARUA,detergent,USHINDI,0,0,0,58.84357168,,
COAST,NYANDARUA,fat,DIRIA,204,0.002405201,0.944444444,43.91941652,1,43.91941652
COAST,NYANDARUA,fat,FRYMATE,835,0.023449956,0.058266925,37.2025893,0.181070049,6.736274656
COAST,NYANDARUA,fat,MPISHI POA,901.597,0.039449369,0.711096406,47.19936714,1,47.19936714
COAST,NYANDARUA,glycerine,SAWA,7.112083333,5.58E-05,2.20E-05,50.01920131,0.008871725,0.443756586
COAST,NYANDARUA,lotion,BELLEZA,5.378625,0.00142353,0.001209569,50.01920131,0.003120733,0.156096591
COAST,NYANDARUA,lotion,FRESCO,1.19525,0.000479449,0.000486638,50.01920131,0.001328021,0.066426562
COAST,NYANDARUA,milking jelly,SAWA,11.40066667,8.97E-05,3.53E-05,69.1779389,0.001738608,0.120273299
COAST,NYANDARUA,oil,FRESH FRI,1753.524,0.009925348,0.010150214,35.23114298,0.021434075,0.755146954
COAST,NYANDARUA,oil,POPCO,92.66,0.000641658,0.002516187,46.66201269,0.006894369,0.321705123
COAST,NYANDARUA,oil,SALIT,1388.194,0.005715302,0.006378058,47.68458925,0.011039645,0.526420921
COAST,NYANDARUA,toilet soap,SAWA,359.232,0.002841058,0.001111363,40.04580746,0.002841058,0.113772459
COAST,TAITA TAVETA,bar soap,NDUME,690,0.00159966,0.008497328,48.19629137,0.020363113,0.981426511
COAST,TAITA TAVETA,bar soap,USHINDI,2172.65,0.060487738,0.030043851,47.44673382,0.097587542,4.630210129
COAST,TAITA TAVETA,bar soap,WHITEWASH,25886.725,0.114702024,0.110860716,21.09236349,0.294223343,6.205865698
COAST,TAITA TAVETA,bathing soap,4U,343.5,0.006709368,0.061509535,48.18170048,0.149750416,7.215229689
COAST,TAITA TAVETA,bathing soap,AFRISENSE,72.225,0.039643731,0.105959245,56.16951953,0.183116809,10.28558316
COAST,TAITA TAVETA,bathing soap,DETREX,3720.385,0.056535275,0.026647915,54.67270314,0.056535275,3.090936297
COAST,TAITA TAVETA,bathing soap,DIVA,33.6,0.021161858,0.027191209,47.26637893,0.052303763,2.472209476
COAST,TAITA TAVETA,bathing soap,SAWA,1454.295,0.011503119,0.004499182,40.04580746,0.12021474,4.814096338
COAST,TAITA TAVETA,dishwashing liquid,USHINDI,2868.342917,0.079856201,0.039664036,58.84357168,0.378380441,22.26525658
COAST,TAITA TAVETA,dishwashing paste,USHINDI,3578.8,0.099635707,0.049488382,58.84357168,0.820675105,48.2914544
COAST,TAITA TAVETA,fat,FRYMATE,3191,0.090054052,0.22267037,37.2025893,0.69535701,25.86908127
COAST,TAITA TAVETA,fat,MPISHI POA,25,0.001004571,0.01971769,47.19936714,0.025464812,1.20192303
COAST,TAITA TAVETA,glycerine,DIVA,67.75,0.042913109,0.054827512,50.01920131,1,50.01920131
COAST,TAITA TAVETA,glycerine,SAWA,794.5353472,0.006284352,0.00245807,50.01920131,1,50.01920131
COAST,TAITA TAVETA,lotion,BELLEZA,703.9026458,0.209407159,0.158296748,50.01920131,0.459072882,22.9624589
COAST,TAITA TAVETA,lotion,FRESCO,362.4595625,0.158566883,0.147572894,50.01920131,0.439212846,21.96907574
COAST,TAITA TAVETA,margarine,ONJA,322.25,0.071093189,0.039446706,88.91236811,0.091771249,8.159599099
COAST,TAITA TAVETA,milking jelly,SAWA,4749.317333,0.037567086,0.014693061,69.1779389,0.728336392,50.38481044
COAST,TAITA TAVETA,oil,FRESH FRI,27515.82333,0.155894209,0.159274411,35.23114298,0.336658035,11.86084738
COAST,TAITA TAVETA,oil,FRESH ZAIT,21767.13,0.411496966,0.261899657,43.26465794,0.572332943,24.76178899
COAST,TAITA TAVETA,oil,POPCO,4615.442,0.039418798,0.125332567,46.66201269,0.423539571,19.76320884
COAST,TAITA TAVETA,oil,SALIT,12997.325,0.053881975,0.05971622,47.68458925,0.104078117,4.962922238
COAST,TAITA TAVETA,petroleum jelly,SAWA,70.3375,0.000555873,0.000217605,69.1779389,0.309876312,21.43660457
COAST,TAITA TAVETA,toilet soap,SAWA,23492.18096,0.185825073,0.072678243,40.04580746,0.185825073,7.441515075
COAST,TANA RIVER,bar soap,USHINDI,184.4,0.005133795,0.002549921,47.44673382,0.008282578,0.392981266
COAST,TANA RIVER,bar soap,WHITEWASH,676.5,0.002986189,0.002897133,21.09236349,0.007659905,0.161565507
COAST,TANA RIVER,bathing soap,AFRISENSE,1.375,0.000551757,0.002017223,56.16951953,0.002548599,0.143153558
COAST,TANA RIVER,bathing soap,DETREX,859.2,0.013056473,0.006154172,54.67270314,0.013056473,0.713832699
COAST,TANA RIVER,bathing soap,SAWA,77.82,0.00061506,0.000240753,40.04580746,0.006427759,0.257404782
COAST,TANA RIVER,detergent,USHINDI,0,0,0,58.84357168,,
COAST,TANA RIVER,dishwashing liquid,USHINDI,291.6815,0.008120569,0.004033432,58.84357168,0.038477469,2.264151681
COAST,TANA RIVER,dishwashing paste,USHINDI,91.2,0.002539057,0.001261132,58.84357168,0.020913594,1.230630558
COAST,TANA RIVER,glycerine,SAWA,1.135,8.47E-06,3.51E-06,50.01920131,0.00134838,0.067444915
COAST,TANA RIVER,lotion,BELLEZA,25.10025,0.00729559,0.005644655,50.01920131,0.015993759,0.799995028
COAST,TANA RIVER,lotion,FRESCO,12.15170833,0.00527394,0.004947484,50.01920131,0.014608234,0.730692184
COAST,TANA RIVER,margarine,ONJA,12.75,0.002706734,0.001560731,88.91236811,0.00349401,0.310660727
COAST,TANA RIVER,milking jelly,SAWA,68.65483333,0.000542563,0.000212399,69.1779389,0.010518997,0.727682502
COAST,TANA RIVER,oil,FRESH FRI,199.592,0.001120789,0.001155332,35.23114298,0.002420376,0.085272614
COAST,TANA RIVER,oil,SALIT,106.92,0.000399253,0.000491244,47.68458925,0.000771195,0.036774126
COAST,TANA RIVER,petroleum jelly,SAWA,2.38,1.83E-05,7.36E-06,69.1779389,0.010213643,0.706558784
COAST,TANA RIVER,toilet soap,SAWA,1585.944,0.012544477,0.004906468,40.04580746,0.012544477,0.502353691
EASTERN,EMBU,bar soap,NDUME,1326,0.00307413,0.022463409,10.97780161,0.032897716,0.361144596
EASTERN,EMBU,bar soap,POPCO,260,0.002076387,0.008684447,46.92278541,0.122178611,5.732960766
EASTERN,EMBU,bar soap,USHINDI,58.4,0.001625887,0.001514713,58.4682421,0.008915588,0.521278767
EASTERN,EMBU,bar soap,WHITEWASH,894.87,0.003953868,0.011593463,42.318709,0.028746493,1.216514466
EASTERN,EMBU,bathing soap,4U,358.5,0.007007562,0.08737062,53.20323492,0.179552875,9.552793797
EASTERN,EMBU,bathing soap,AFRISENSE,3,0.001448362,0.009959085,63.6623003,0.022536058,1.434697272
EASTERN,EMBU,bathing soap,DETREX,83.52,0.001269177,0.002707236,66.28906039,0.006499199,0.430825808
EASTERN,EMBU,dishwashing liquid,USHINDI,3.699666667,0.000103001,9.60E-05,64.84676405,0.000640967,0.041564614
EASTERN,EMBU,fat,MPISHI POA,10,0.000346718,0.007361025,41.53469221,0.008099615,0.336415001
EASTERN,EMBU,glycerine,SAWA,282.9784167,0.002237884,0.002239338,50.01920131,0.054637615,2.732929886
EASTERN,EMBU,handwash,SAWA,6.17,4.83E-05,4.88E-05,50.01920131,0.141622938,7.083866245
EASTERN,EMBU,lotion,BELLEZA,59.7625,0.017616181,0.011994962,50.01920131,0.032289628,1.615101412
EASTERN,EMBU,lotion,FRESCO,19.124,0.008324979,0.006650963,50.01920131,0.018871653,0.94394501
EASTERN,EMBU,margarine,ONJA,10.5,0.002209579,0.00433974,95.89977833,0.011869436,1.138276301
EASTERN,EMBU,milking jelly,SAWA,126.1593333,0.000997429,0.000998357,68.53715579,0.024822889,1.70129024
EASTERN,EMBU,oil,FRESH FRI,932.006,0.005270637,0.010832947,44.40835361,0.029850724,1.32562151
EASTERN,EMBU,oil,FRESH ZAIT,579.15,0.010620364,0.008905329,44.25655162,0.010620364,0.470020693
EASTERN,EMBU,oil,POPCO,532.818,0.004415457,0.017797038,44.00430178,0.038016356,1.67288322
EASTERN,EMBU,oil,SALIT,854.489,0.003500942,0.022470862,33.57641678,0.069786529,2.3431816
EASTERN,EMBU,toilet soap,SAWA,275.2,0.002176356,0.002177784,43.84369783,0.007955836,0.348813256
EASTERN,KAJIADO,bar soap,NDUME,2830.4,0.006561854,0.047949045,10.97780161,0.070221489,0.770877575
EASTERN,KAJIADO,bar soap,POPCO,1420,0.012021922,0.047430444,46.92278541,0.70739287,33.19284386
EASTERN,KAJIADO,bar soap,USHINDI,1481.425,0.041243665,0.03842353,58.4682421,0.226160534,13.22320886
EASTERN,KAJIADO,bar soap,WHITEWASH,3533.725,0.015647611,0.045781073,42.318709,0.113765547,4.814411098
EASTERN,KAJIADO,bathing soap,4U,90.25,0.001674857,0.021994975,53.20323492,0.042914411,2.283185468
EASTERN,KAJIADO,bathing soap,AFRISENSE,7.8925,0.004147832,0.026200692,63.6623003,0.064538977,4.108699712
EASTERN,KAJIADO,bathing soap,DETREX,2468.886,0.037517394,0.080027012,66.28906039,0.192119036,12.73539039
EASTERN,KAJIADO,bathing soap,DIVA,4.8,0.002818197,0.006287391,52.46461961,0.010935169,0.573709492
EASTERN,KAJIADO,bathing soap,SAWA,1067.33,0.008442186,0.008446272,43.84369783,0.572007308,25.07891556
EASTERN,KAJIADO,detergent,RAINBOW,1879.5,1,0.495648734,64.84676405,1,64.84676405
EASTERN,KAJIADO,detergent,USHINDI,0,0,0,64.84676405,,
EASTERN,KAJIADO,dishwashing liquid,USHINDI,1207.062917,0.033605277,0.031307436,64.84676405,0.209123461,13.56097973
EASTERN,KAJIADO,dishwashing paste,USHINDI,98,0.002728372,0.002541813,64.84676405,0.043378187,2.812935055
EASTERN,KAJIADO,fat,DIRIA,1164,0.014431207,0.729323308,47.16697108,1,47.16697108
EASTERN,KAJIADO,fat,FRYKING,1308,0.674912121,0.947826087,48.03585969,1,48.03585969
EASTERN,KAJIADO,fat,FRYMATE,22,0.000466455,0.785714286,37.92318682,1,37.92318682
EASTERN,KAJIADO,fat,MPISHI POA,978.149,0.0428067,0.720017902,41.53469221,1,41.53469221
EASTERN,KAJIADO,glycerine,SAWA,699.1211111,0.005529616,0.005532466,50.01920131,0.135004762,6.752830373
EASTERN,KAJIADO,lotion,BELLEZA,379.6910833,0.112874047,0.076207993,50.01920131,0.206892803,10.34861275
EASTERN,KAJIADO,lotion,FRESCO,351.8019167,0.153903151,0.122350007,50.01920131,0.348878569,17.45062739
EASTERN,KAJIADO,margarine,ONJA,111,0.024415843,0.045877247,95.89977833,0.13115727,12.57795312
EASTERN,KAJIADO,milking jelly,SAWA,1919.6705,0.015184288,0.015191234,68.53715579,0.377889414,25.89946564
EASTERN,KAJIADO,oil,FRESH FRI,5032.476333,0.02850385,0.058493777,44.40835361,0.161434094,7.169022322
EASTERN,KAJIADO,oil,FRESH ZAIT,1389.96,0.02596089,0.021372791,44.25655162,0.02596089,1.148939472
EASTERN,KAJIADO,oil,POPCO,2168.654,0.018440683,0.072436776,44.00430178,0.158771242,6.986617631
EASTERN,KAJIADO,oil,SALIT,5232.139333,0.02166396,0.137591803,33.57641678,0.431841649,14.49969521
EASTERN,KAJIADO,petroleum jelly,SAWA,45.4325,0.000358871,0.000359528,68.53715579,0.196593002,13.47392519
EASTERN,KAJIADO,toilet soap,SAWA,8363.017833,0.06615183,0.0661804,43.84369783,0.241823055,10.60241696
EASTERN,KIAMBU,bar soap,NDUME,70,0.000162284,0.001185851,10.97780161,0.001736682,0.019064948
EASTERN,KIAMBU,glycerine,SAWA,2.27,1.75E-05,1.80E-05,50.01920131,0.00042608,0.021312174
EASTERN,KIAMBU,lotion,BELLEZA,1.19525,0.000177941,0.000239899,50.01920131,0.000326158,0.016314156
EASTERN,KIAMBU,toilet soap,SAWA,8.1,6.36E-05,6.41E-05,43.84369783,0.000232376,0.010188227
EASTERN,KITUI,bar soap,NDUME,40306.75,0.093445093,0.682825809,10.97780161,1,10.97780161
EASTERN,KITUI,bar soap,POPCO,1714.8,0.014549459,0.057277271,46.92278541,0.856118011,40.17144174
EASTERN,KITUI,bar soap,USHINDI,4379.9,0.121938759,0.113600903,58.4682421,0.668653845,39.09501492
EASTERN,KITUI,bar soap,WHITEWASH,31041.02,0.137542612,0.402151049,42.318709,1,42.318709
EASTERN,KITUI,bathing soap,4U,944.25,0.018652043,0.230124707,53.20323492,0.47791627,25.42669157
EASTERN,KITUI,bathing soap,AFRISENSE,82.105,0.045095088,0.272563551,63.6623003,0.701665522,44.66964117
EASTERN,KITUI,bathing soap,DETREX,12850.814,0.195282021,0.416549101,66.28906039,1,66.28906039
EASTERN,KITUI,bathing soap,DIVA,202.4,0.128676095,0.265118338,52.46461961,0.499289019,26.19500844
EASTERN,KITUI,bathing soap,SAWA,1589.91,0.012575848,0.012581688,43.84369783,0.852086978,37.35864397
EASTERN,KITUI,detergent,RAINBOW,21,0.011067951,0.005537975,64.84676405,0.011067951,0.717720796
EASTERN,KITUI,detergent,USHINDI,0,0,0,64.84676405,,
EASTERN,KITUI,dishwashing liquid,USHINDI,2775.990833,0.07728507,0.072000517,64.84676405,0.480939976,31.18740116
EASTERN,KITUI,dishwashing paste,USHINDI,1453.2,0.040457865,0.037691462,64.84676405,0.643236544,41.71180839
EASTERN,KITUI,fat,DIRIA,24,0.000150325,0.015037594,47.16697108,0.010416667,0.491322615
EASTERN,KITUI,fat,FRYKING,60,0.024996745,0.043478261,48.03585969,0.037037037,1.779105914
EASTERN,KITUI,fat,MPISHI POA,6.283,0.000183702,0.004624932,41.53469221,0.004291426,0.178243071
EASTERN,KITUI,glycerine,DIVA,7.519666667,0.004550442,0.00984981,50.01920131,0.059618697,2.982079616
EASTERN,KITUI,glycerine,SAWA,3053.960979,0.024156642,0.024167395,50.01920131,0.589780885,29.5003688
EASTERN,KITUI,lotion,BELLEZA,1832.915875,0.545567781,0.367885488,50.01920131,1,50.01920131
EASTERN,KITUI,lotion,FRESCO,722.8274375,0.316262041,0.251385617,50.01920131,0.716925205,35.86002615
EASTERN,KITUI,margarine,ONJA,718.25,0.158592498,0.296858855,95.89977833,0.851928783,81.69978148
EASTERN,KITUI,milking jelly,SAWA,3920.607056,0.031011902,0.031025564,68.53715579,0.771789229,52.89623859
EASTERN,KITUI,oil,FRESH FRI,23981.03967,0.13586617,0.278737841,44.40835361,0.769490149,34.17179063
EASTERN,KITUI,oil,FRESH ZAIT,52871.94,1,0.812988081,44.25655162,1,44.25655162
EASTERN,KITUI,oil,POPCO,13564.568,0.116146244,0.453079918,44.00430178,1,44.00430178
EASTERN,KITUI,oil,SALIT,8011.253,0.033194595,0.210675341,33.57641678,0.661689229,22.21715332
EASTERN,KITUI,petroleum jelly,SAWA,52.7425,0.000416694,0.000417376,68.53715579,0.228268877,15.64489956
EASTERN,KITUI,toilet soap,SAWA,34583.0115,0.273554687,0.273671249,43.84369783,1,43.84369783
EASTERN,MACHAKOS,bar soap,NDUME,7990.4,0.018524532,0.135363217,10.97780161,0.198239749,2.176236635
EASTERN,MACHAKOS,bar soap,POPCO,1010,0.00850669,0.033735738,46.92278541,0.5005499,23.48719553
EASTERN,MACHAKOS,bar soap,USHINDI,6550.325,0.182364552,0.169894938,58.4682421,1,58.4682421
EASTERN,MACHAKOS,bar soap,WHITEWASH,19010.225,0.084229708,0.246286427,42.318709,0.612389913,25.9155505
EASTERN,MACHAKOS,bathing soap,4U,1969.21,0.039027847,0.47991938,53.20323492,1,53.20323492
EASTERN,MACHAKOS,bathing soap,AFRISENSE,116.855,0.064268639,0.38792295,63.6623003,1,63.6623003
EASTERN,MACHAKOS,bathing soap,DETREX,5680.864,0.086326874,0.184140771,66.28906039,0.442062581,29.3039131
EASTERN,MACHAKOS,bathing soap,DIVA,19,0.011862641,0.024887591,52.46461961,0.046029424,2.414916198
EASTERN,MACHAKOS,bathing soap,SAWA,1772.055,0.014016634,0.014023085,43.84369783,0.949708608,41.63873722
EASTERN,MACHAKOS,bodywash,SAWA,6.21,4.86E-05,4.91E-05,50.01920131,0.130621895,6.53360287
EASTERN,MACHAKOS,detergent,RAINBOW,479,0.254775714,0.126318565,64.84676405,0.254775714,16.52138063
EASTERN,MACHAKOS,detergent,USHINDI,0,0,0,64.84676405,,
EASTERN,MACHAKOS,dishwashing liquid,USHINDI,5398.96175,0.150309983,0.140032177,64.84676405,0.935369276,60.65567074
EASTERN,MACHAKOS,dishwashing paste,USHINDI,2259.2,0.062897337,0.05859658,64.84676405,1,64.84676405
EASTERN,MACHAKOS,fat,FRYMATE,6,1.41E-05,0.214285714,37.92318682,0.03030303,1.149187479
EASTERN,MACHAKOS,fat,MPISHI POA,138.0805,0.005963927,0.101641398,41.53469221,0.139322285,5.786708235
EASTERN,MACHAKOS,glycerine,DIVA,120.2086667,0.076325748,0.157458112,50.01920131,1,50.01920131
EASTERN,MACHAKOS,glycerine,SAWA,5178.083771,0.040958673,0.040976554,50.01920131,1,50.01920131
EASTERN,MACHAKOS,handwash,SAWA,43.18,0.000341054,0.000341703,50.01920131,1,50.01920131
EASTERN,MACHAKOS,hotel soap,HOTEL SOAP,120.4,1,1,55.89258261,1,55.89258261
EASTERN,MACHAKOS,lotion,BELLEZA,1603.228667,0.477179039,0.32178485,50.01920131,0.874646662,43.74912747
EASTERN,MACHAKOS,lotion,FRESCO,1008.193375,0.44113673,0.350630456,50.01920131,1,50.01920131
EASTERN,MACHAKOS,margarine,ONJA,736.75,0.162680219,0.304505063,95.89977833,0.87388724,83.80559264
EASTERN,MACHAKOS,milking jelly,SAWA,5079.874611,0.040181828,0.04019938,68.53715579,1,68.53715579
EASTERN,MACHAKOS,oil,FRESH FRI,31164.30917,0.176566484,0.362230844,44.40835361,1,44.40835361
EASTERN,MACHAKOS,oil,FRESH ZAIT,1585.98,0.029669589,0.024386902,44.25655162,0.029669589,1.313073683
EASTERN,MACHAKOS,oil,POPCO,3137.127,0.026744116,0.104785441,44.00430178,0.230262422,10.13253709
EASTERN,MACHAKOS,oil,SALIT,11709.22883,0.04853762,0.307922591,33.57641678,0.967531629,32.48624521
EASTERN,MACHAKOS,petroleum jelly,SAWA,166.70625,0.001318159,0.001319223,68.53715579,0.722099448,49.49064233
EASTERN,MACHAKOS,toilet soap,SAWA,21524.14276,0.170257687,0.170330425,43.84369783,0.622389947,27.28787676
EASTERN,MAKUENI,bar soap,NDUME,6395.78,0.014827647,0.108349188,10.97780161,0.158677641,1.741931661
EASTERN,MAKUENI,bar soap,POPCO,2000,0.016994689,0.066803442,46.92278541,1,46.92278541
EASTERN,MAKUENI,bar soap,USHINDI,5223.775,0.145432691,0.135488381,58.4682421,0.797483331,46.62744847
EASTERN,MAKUENI,bar soap,WHITEWASH,22690.825,0.100539809,0.293970336,42.318709,0.730972075,30.93379453
EASTERN,MAKUENI,bathing soap,4U,741,0.014611513,0.180590318,53.20323492,0.374386846,19.91859132
EASTERN,MAKUENI,bathing soap,AFRISENSE,91.38,0.050212633,0.303353722,63.6623003,0.781292926,49.73890487
EASTERN,MAKUENI,bathing soap,DETREX,9756.974333,0.14826778,0.316264704,66.28906039,0.759249518,50.32993714
EASTERN,MAKUENI,bathing soap,DIVA,405,0.257718655,0.530498651,52.46461961,1,52.46461961
EASTERN,MAKUENI,bathing soap,SAWA,1865.89,0.014758878,0.014765644,43.84369783,1,43.84369783
EASTERN,MAKUENI,bodywash,SAWA,47.1175,0.0003722,0.000372862,50.01920131,1,50.01920131
EASTERN,MAKUENI,detergent,RAINBOW,1412.5,0.751503219,0.372494726,64.84676405,0.751503219,48.73255194
EASTERN,MAKUENI,detergent,USHINDI,0,0,0,64.84676405,,
EASTERN,MAKUENI,dishwashing liquid,USHINDI,5772.011,0.160695874,0.149707907,64.84676405,1,64.84676405
EASTERN,MAKUENI,dishwashing paste,USHINDI,1893.2,0.052707701,0.049103685,64.84676405,0.837995751,54.34131272
EASTERN,MAKUENI,fat,DIRIA,408,0.004960728,0.255639098,47.16697108,0.34375,16.21364631
EASTERN,MAKUENI,fat,FRYKING,12,0,0.008695652,48.03585969,0,0
EASTERN,MAKUENI,fat,MPISHI POA,225.994,0.009819538,0.166354743,41.53469221,0.229392548,9.527748863
EASTERN,MAKUENI,glycerine,DIVA,4.504333333,0.002629877,0.005900106,50.01920131,0.034455965,1.723459866
EASTERN,MAKUENI,glycerine,SAWA,2357.196354,0.018645162,0.018653577,50.01920131,0.455218905,22.76968605
EASTERN,MAKUENI,handwash,SAWA,24.68,0.000194717,0.000195304,50.01920131,0.570927435,28.55733428
EASTERN,MAKUENI,lotion,BELLEZA,1105.506646,0.328983659,0.221886808,50.01920131,0.603011524,30.16215482
EASTERN,MAKUENI,lotion,FRESCO,773.4263542,0.33840387,0.268982957,50.01920131,0.767117874,38.37062335
EASTERN,MAKUENI,margarine,ONJA,843,0.186156991,0.348419095,95.89977833,1,95.89977833
EASTERN,MAKUENI,milking jelly,SAWA,5021.795167,0.039722414,0.039739771,68.53715579,0.988566613,67.75354395
EASTERN,MAKUENI,oil,FRESH FRI,24906.73733,0.141111161,0.289497465,44.40835361,0.799195624,35.49096186
EASTERN,MAKUENI,oil,FRESH ZAIT,8607.06,0.162508429,0.132346897,44.25655162,0.162508429,7.192062671
EASTERN,MAKUENI,oil,POPCO,4130.61,0.035261977,0.137969483,44.00430178,0.303599801,13.35969727
EASTERN,MAKUENI,oil,SALIT,12101.80767,0.050166443,0.318246404,33.57641678,1,33.57641678
EASTERN,MAKUENI,petroleum jelly,SAWA,230.83875,0.001825454,0.001826733,68.53715579,1,68.53715579
EASTERN,MAKUENI,toilet soap,SAWA,27028.64035,0.213798831,0.213890042,43.84369783,0.781557917,34.26638914
EASTERN,MURANG'A,bar soap,NDUME,110,0.000255018,0.00186348,10.97780161,0.002729071,0.029959205
EASTERN,MURANG'A,bar soap,WHITEWASH,16.8,6.28E-05,0.000217652,42.318709,0.000456692,0.019326634
EASTERN,MURANG'A,bathing soap,DETREX,9.6,0.000145882,0.000311177,66.28906039,0.000747034,0.049520208
EASTERN,MURANG'A,glycerine,SAWA,2.572583333,1.98E-05,2.04E-05,50.01920131,0.000484516,0.024235101
EASTERN,MURANG'A,milking jelly,SAWA,5.076666667,3.97E-05,4.02E-05,68.53715579,0.000986831,0.067634615
EASTERN,MURANG'A,oil,FRESH FRI,17.82,9.09E-05,0.000207126,44.40835361,0.000514657,0.022855052
EASTERN,MURANG'A,oil,SALIT,28.512,7.39E-05,0.000749792,33.57641678,0.001473809,0.049485239
EASTERN,NAIROBI,milking jelly,SAWA,17.24666667,0.000135919,0.000136481,68.53715579,0.00338259,0.231833088
EASTERN,NAIROBI,oil,SALIT,89.104,0.000325334,0.002343206,33.57641678,0.006485092,0.217746159
LAKE,BOMET,bar soap,NDUME,45533.2,0.105561826,0.058541309,15.33899468,0.161624279,2.479153957
LAKE,BOMET,bar soap,POPCO,230,0.001819175,0.003254304,46.70811119,0.025133319,1.173929842
LAKE,BOMET,bar soap,USHINDI,2831.8,0.078838827,0.052658236,54.97061151,0.30462073,16.74518781
LAKE,BOMET,bar soap,WHITEWASH,879.025,0.003883653,0.031400944,45.05765285,0.067404755,3.037100069
LAKE,BOMET,bathing soap,4U,18,0.000238555,0.000314758,54.9977423,0.000238555,0.013120003
LAKE,BOMET,bathing soap,AFRISENSE,76.2425,0.041860414,0.05343985,62.1519591,0.226859535,14.09976454
LAKE,BOMET,bathing soap,DETREX,1170.935917,0.017793638,0.0485738,64.44629121,0.120179731,7.745137945
LAKE,BOMET,bathing soap,SAWA,461.6,0.003650799,0.002395309,37.59964651,0.096649798,3.633998237
LAKE,BOMET,bodywash,SAWA,9.32,7.32E-05,4.84E-05,50.01920131,0.129555435,6.480259385
LAKE,BOMET,detergent,RAINBOW,10,0.005214708,0.223015165,61.56176694,0.474806202,29.22990872
LAKE,BOMET,detergent,USHINDI,0,0,0,61.56176694,,
LAKE,BOMET,dishwashing liquid,USHINDI,1048.681083,0.029195842,0.019500564,61.56176694,0.373298606,22.98092179
LAKE,BOMET,dishwashing paste,USHINDI,679.2,0.018909291,0.012629944,61.56176694,0.35608682,21.92133381
LAKE,BOMET,fat,FRYMATE,108,0.002897674,0.011532301,49.7624333,0.018690737,0.930096538
