Territory,County,Subcounty,Brand,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,White Space Score,WEIGHT,RTM_norm,AWS
CENTRAL,KIAMBU,GATUNDU NORTH,4U SOAP,18,0.009950249,0.001849426,,0.014851485,0.009950249,
CENTRAL,KIAMBU,GITHUNGURI,4U SOAP,96,0.074626866,0.009863605,,0.079207921,0.074626866,
CENTRAL,KIAMBU,JUJA,4U SOAP,114.5,0.089966833,0.011764404,,0.094471947,0.089966833,
CENTRAL,KIAMBU,KABETE,4U SOAP,126,0.099502488,0.012945981,,0.103960396,0.099502488,
CENTRAL,KIAMBU,KIAMBU,4U SOAP,66,0.049751244,0.006781228,,0.054455446,0.049751244,
CENTRAL,KIAMBU,LARI,4U SOAP,18,0.009950249,0.001849426,,0.014851485,0.009950249,
CENTRAL,KIAMBU,LIMURU,4U SOAP,42,0.029850746,0.004315327,,0.034653465,0.029850746,
CENTRAL,KIAMBU,RUIRU,4U SOAP,336,0.273631841,0.034522617,,0.277227723,0.273631841,
CENTRAL,KIAMBU,THIKA TOWN,4U SOAP,102,0.07960199,0.01048008,,0.084158416,0.07960199,
CENTRAL,KIRINYAGA,GACHOKA,4U SOAP,150,0.119402985,0.015411883,,0.123762376,0.119402985,
CENTRAL,KIRINYAGA,GICHUGU,4U SOAP,552,0.452736318,0.056715728,,0.455445545,0.452736318,
CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,4U SOAP,6,0,0.000616475,,0.004950495,0,
CENTRAL,KIRINYAGA,MWEA,4U SOAP,1092,0.900497512,0.112198505,,0.900990099,0.900497512,
CENTRAL,KIRINYAGA,NDIA,4U SOAP,726,0.597014925,0.074593512,,0.599009901,0.597014925,
CENTRAL,MURANG'A,KANDARA,4U SOAP,864,0.711442786,0.088772444,,0.712871287,0.711442786,
CENTRAL,MURANG'A,KANGEMA,4U SOAP,594,0.487562189,0.061031055,,0.49009901,0.487562189,
CENTRAL,MURANG'A,KIGUMO,4U SOAP,576.25,0.472844113,0.059207316,,0.475453795,0.472844113,
CENTRAL,MURANG'A,KIHARU,4U SOAP,1212,1,0.124528011,,1,1,
CENTRAL,MURANG'A,MARAGWA,4U SOAP,408,0.333333333,0.041920321,,0.336633663,0.333333333,
CENTRAL,MURANG'A,MATHIOYA,4U SOAP,282,0.228855721,0.028974339,,0.232673267,0.228855721,
CENTRAL,NYERI,KIENI,4U SOAP,480,0.393034826,0.049318024,,0.396039604,0.393034826,
CENTRAL,NYERI,MATHIRA,4U SOAP,252,0.2039801,0.025891963,,0.207920792,0.2039801,
CENTRAL,NYERI,MUKURWENI,4U SOAP,150,0.119402985,0.015411883,,0.123762376,0.119402985,
CENTRAL,NYERI,NYERI TOWN,4U SOAP,768,0.631840796,0.078908839,,0.633663366,0.631840796,
CENTRAL,NYERI,OTHAYA,4U SOAP,588,0.482587065,0.06041458,,0.485148515,0.482587065,
CENTRAL,NYERI,TETU,4U SOAP,114,0.089552239,0.011713031,,0.094059406,0.089552239,
CENTRAL,KIAMBU,DAGORETTI,AFRISENSE,16.8,0.337479403,0.036662611,63.6623003,0.35029191,0.337479403,53.31586522
CENTRAL,KIAMBU,GATUNDU NORTH,AFRISENSE,9.15,0.174825918,0.019968029,63.6623003,0.190783987,0.174825918,42.96097026
CENTRAL,KIAMBU,GATUNDU SOUTH,AFRISENSE,2.28,0.028756711,0.00497564,63.6623003,0.047539616,0.028756711,33.66186851
CENTRAL,KIAMBU,GITHUNGURI,AFRISENSE,5.175,0.090309892,0.011293394,63.6623003,0.107902419,0.090309892,37.58048562
CENTRAL,KIAMBU,JUJA,AFRISENSE,34.8825,0.721947589,0.07612402,63.6623003,0.727324854,0.721947589,77.79199439
CENTRAL,KIAMBU,KABETE,AFRISENSE,4.28,0.071280498,0.009340237,63.6623003,0.089241034,0.071280498,36.36903059
CENTRAL,KIAMBU,KIAMBAA,AFRISENSE,11.0325,0.214851433,0.024076206,63.6623003,0.230035446,0.214851433,45.50908657
CENTRAL,KIAMBU,KIAMBU,AFRISENSE,6.5275,0.119066603,0.014244952,63.6623003,0.136103003,0.119066603,39.41120398
CENTRAL,KIAMBU,KIKUYU,AFRISENSE,10.475,0.202997927,0.022859575,63.6623003,0.218411176,0.202997927,44.75446514
CENTRAL,KIAMBU,LARI,AFRISENSE,1.0525,0.002657737,0.002296869,63.6623003,0.021945371,0.002657737,32.00034778
CENTRAL,KIAMBU,LIMURU,AFRISENSE,19.6325,0.397703716,0.042843971,63.6623003,0.409351543,0.397703716,57.14988352
CENTRAL,KIAMBU,RUIRU,AFRISENSE,8.29,0.15654069,0.018091253,63.6623003,0.172852377,0.15654069,41.79689056
CENTRAL,KIAMBU,THIKA TOWN,AFRISENSE,37.2025,0.771275182,0.081186952,63.6623003,0.775698499,0.771275182,80.9323024
CENTRAL,KIAMBU,WESTLANDS,AFRISENSE,0.9275,0,0.002024082,63.6623003,0.019339033,0,31.83115015
CENTRAL,KIRINYAGA,GICHUGU,AFRISENSE,1,0.001541487,0.002182298,63.6623003,0.020850709,0.001541487,31.92928478
CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,AFRISENSE,3.645,0.057779195,0.007954477,63.6623003,0.076000834,0.057779195,35.50950663
CENTRAL,KIRINYAGA,MWEA,AFRISENSE,9.79,0.18843353,0.0213647,63.6623003,0.20412844,0.18843353,43.82726212
CENTRAL,KIRINYAGA,NDIA,AFRISENSE,5.7625,0.102801254,0.012575494,63.6623003,0.12015221,0.102801254,38.37571448
CENTRAL,MURANG'A,GATANGA,AFRISENSE,7.5775,0.141391591,0.016536365,63.6623003,0.157996247,0.141391591,40.83246407
CENTRAL,MURANG'A,KANDARA,AFRISENSE,6.435,0.117099878,0.014043089,63.6623003,0.134174312,0.117099878,39.28599773
CENTRAL,MURANG'A,KANGEMA,AFRISENSE,5.125,0.089246797,0.011184279,63.6623003,0.106859883,0.089246797,37.51280657
CENTRAL,MURANG'A,KIGUMO,AFRISENSE,4.95,0.085525966,0.010802377,63.6623003,0.103211009,0.085525966,37.27592989
CENTRAL,MURANG'A,KIHARU,AFRISENSE,47.96,1,0.104663026,63.6623003,1,1,95.49345045
CENTRAL,MURANG'A,MARAGWA,AFRISENSE,31.635,0.652899591,0.069037006,63.6623003,0.659612177,0.652899591,73.39623996
CENTRAL,MURANG'A,MATHIOYA,AFRISENSE,7.32,0.135916653,0.015974423,63.6623003,0.152627189,0.135916653,40.48391695
CENTRAL,NYANDARUA,KINANGOP,AFRISENSE,7.765,0.145378196,0.016945546,63.6623003,0.161905755,0.145378196,41.08626052
CENTRAL,NYANDARUA,KIPIPIRI,AFRISENSE,7.475,0.139212247,0.01631268,63.6623003,0.155859049,0.139212247,40.69372201
CENTRAL,NYANDARUA,NDARAGWA,AFRISENSE,8.3275,0.157338011,0.018173089,63.6623003,0.173634279,0.157338011,41.84764985
CENTRAL,NYANDARUA,OL JOROK,AFRISENSE,28.7425,0.591399564,0.062724709,63.6623003,0.599301501,0.591399564,69.4810068
CENTRAL,NYANDARUA,OL KALOU,AFRISENSE,4.2375,0.070376867,0.009247489,63.6623003,0.088354879,0.070376867,36.31150339
CENTRAL,NYERI,KIENI,AFRISENSE,12.9425,0.255461649,0.028244396,63.6623003,0.2698603,0.255461649,48.09442635
CENTRAL,NYERI,MATHIRA,AFRISENSE,17.505,0.352469037,0.038201132,63.6623003,0.36499166,0.352469037,54.27013985
CENTRAL,NYERI,MUKURWENI,AFRISENSE,18.485,0.373305693,0.040339784,63.6623003,0.385425354,0.373305693,55.59664927
CENTRAL,NYERI,NYERI TOWN,AFRISENSE,31.3425,0.646680487,0.068398684,63.6623003,0.653513344,0.646680487,73.00031751
CENTRAL,NYERI,OTHAYA,AFRISENSE,19.53,0.395524371,0.042620286,63.6623003,0.407214345,0.395524371,57.01114146
CENTRAL,NYERI,TETU,AFRISENSE,2.9725,0.043480572,0.006486882,63.6623003,0.061978732,0.043480572,34.59922338
CENTRAL,KIAMBU,DAGORETTI,BELLEZA (PWANI OIL PRODUCTS),1.394458333,0,0.000245575,,0.002811245,0,
CENTRAL,KIAMBU,GATUNDU NORTH,BELLEZA (PWANI OIL PRODUCTS),137.1549375,0.274466371,0.024154081,,0.276506024,0.274466371,
CENTRAL,KIAMBU,GATUNDU SOUTH,BELLEZA (PWANI OIL PRODUCTS),27.49075,0.05275876,0.004841341,,0.055421687,0.05275876,
CENTRAL,KIAMBU,GITHUNGURI,BELLEZA (PWANI OIL PRODUCTS),48.1088125,0.094442207,0.008472346,,0.096987952,0.094442207,
CENTRAL,KIAMBU,JUJA,BELLEZA (PWANI OIL PRODUCTS),268.0348125,0.539065646,0.047203073,,0.540361446,0.539065646,
CENTRAL,KIAMBU,KABETE,BELLEZA (PWANI OIL PRODUCTS),30.37927083,0.05859847,0.005350032,,0.06124498,0.05859847,
CENTRAL,KIAMBU,KIAMBAA,BELLEZA (PWANI OIL PRODUCTS),65.93795833,0.130487314,0.011612202,,0.132931727,0.130487314,
CENTRAL,KIAMBU,KIAMBU,BELLEZA (PWANI OIL PRODUCTS),99.40495833,0.198147402,0.017506008,,0.200401606,0.198147402,
CENTRAL,KIAMBU,KIKUYU,BELLEZA (PWANI OIL PRODUCTS),51.0969375,0.100483286,0.008998579,,0.103012048,0.100483286,
CENTRAL,KIAMBU,LARI,BELLEZA (PWANI OIL PRODUCTS),7.271104167,0.011880789,0.0012805,,0.014658635,0.011880789,
CENTRAL,KIAMBU,LIMURU,BELLEZA (PWANI OIL PRODUCTS),57.372,0.113169553,0.010103668,,0.115662651,0.113169553,
CENTRAL,KIAMBU,RUIRU,BELLEZA (PWANI OIL PRODUCTS),55.08110417,0.108538059,0.009700223,,0.111044177,0.108538059,
CENTRAL,KIAMBU,THIKA TOWN,BELLEZA (PWANI OIL PRODUCTS),255.6838958,0.514095852,0.045027978,,0.515461847,0.514095852,
CENTRAL,KIAMBU,WESTLANDS,BELLEZA (PWANI OIL PRODUCTS),2.490104167,0.002215062,0.000438527,,0.00502008,0.002215062,
CENTRAL,KIRINYAGA,GACHOKA,BELLEZA (PWANI OIL PRODUCTS),36.05670833,0.07007652,0.006349875,,0.072690763,0.07007652,
CENTRAL,KIRINYAGA,GICHUGU,BELLEZA (PWANI OIL PRODUCTS),185.26375,0.371727749,0.032626427,,0.373493976,0.371727749,
CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,BELLEZA (PWANI OIL PRODUCTS),154.18725,0.308900524,0.027153607,,0.310843373,0.308900524,
CENTRAL,KIRINYAGA,MWEA,BELLEZA (PWANI OIL PRODUCTS),312.557875,0.629077729,0.05504394,,0.630120482,0.629077729,
CENTRAL,KIRINYAGA,NDIA,BELLEZA (PWANI OIL PRODUCTS),333.6739583,0.671768023,0.058762652,,0.672690763,0.671768022,
CENTRAL,MURANG'A,GATANGA,BELLEZA (PWANI OIL PRODUCTS),88.1496875,0.17539267,0.015523865,,0.177710843,0.17539267,
CENTRAL,MURANG'A,KANDARA,BELLEZA (PWANI OIL PRODUCTS),134.9636458,0.270036246,0.023768177,,0.272088353,0.270036246,
CENTRAL,MURANG'A,KANGEMA,BELLEZA (PWANI OIL PRODUCTS),182.4748333,0.366089408,0.032135277,,0.367871486,0.366089408,
CENTRAL,MURANG'A,KIGUMO,BELLEZA (PWANI OIL PRODUCTS),119.9234167,0.23962948,0.021119472,,0.241767068,0.239629481,
CENTRAL,MURANG'A,KIHARU,BELLEZA (PWANI OIL PRODUCTS),398.4166667,0.802658075,0.07016436,,0.803212851,0.802658075,
CENTRAL,MURANG'A,MARAGWA,BELLEZA (PWANI OIL PRODUCTS),224.2089792,0.450463149,0.039484994,,0.452008032,0.450463149,
CENTRAL,MURANG'A,MATHIOYA,BELLEZA (PWANI OIL PRODUCTS),222.1172917,0.446234394,0.039116631,,0.447791165,0.446234394,
CENTRAL,NYANDARUA,KINANGOP,BELLEZA (PWANI OIL PRODUCTS),139.0474167,0.278292388,0.024487362,,0.280321285,0.278292388,
CENTRAL,NYANDARUA,KIPIPIRI,BELLEZA (PWANI OIL PRODUCTS),135.8600833,0.27184857,0.023926047,,0.273895582,0.27184857,
CENTRAL,NYANDARUA,NDARAGWA,BELLEZA (PWANI OIL PRODUCTS),66.336375,0.131292791,0.011682366,,0.13373494,0.131292791,
CENTRAL,NYANDARUA,OL JOROK,BELLEZA (PWANI OIL PRODUCTS),98.11010417,0.195529601,0.017277974,,0.197791165,0.195529601,
CENTRAL,NYANDARUA,OL KALOU,BELLEZA (PWANI OIL PRODUCTS),70.2209375,0.139146194,0.012366468,,0.141566265,0.139146194,
CENTRAL,NYERI,KIENI,BELLEZA (PWANI OIL PRODUCTS),387.7590208,0.781111559,0.068287463,,0.781726908,0.781111559,
CENTRAL,NYERI,MATHIOYA,BELLEZA (PWANI OIL PRODUCTS),1.593666667,0.000402739,0.000280657,,0.003212851,0.000402739,
CENTRAL,NYERI,MATHIRA,BELLEZA (PWANI OIL PRODUCTS),496.02875,1,0.087354628,,1,1,
CENTRAL,NYERI,MUKURWENI,BELLEZA (PWANI OIL PRODUCTS),126.5968958,0.253121224,0.022294725,,0.255220884,0.253121224,
CENTRAL,NYERI,NDIA,BELLEZA (PWANI OIL PRODUCTS),2.589708333,0.002416432,0.000456068,,0.005220884,0.002416432,
CENTRAL,NYERI,NYERI TOWN,BELLEZA (PWANI OIL PRODUCTS),437.6607083,0.881997584,0.077075549,,0.882329317,0.881997584,
CENTRAL,NYERI,OTHAYA,BELLEZA (PWANI OIL PRODUCTS),148.9082292,0.29822795,0.02622393,,0.300200803,0.29822795,
CENTRAL,NYERI,TETU,BELLEZA (PWANI OIL PRODUCTS),68.726875,0.136125654,0.012103352,,0.138554217,0.136125654,
CENTRAL,KIAMBU,DAGORETTI,DETREX,16.08,0.004947155,0.000611961,66.28906039,0.005098599,0.004947155,33.47247244
CENTRAL,KIAMBU,GATUNDU NORTH,DETREX,336.6781389,0.106616938,0.012813044,66.28906039,0.106752908,0.106616938,40.21206681
CENTRAL,KIAMBU,GATUNDU SOUTH,DETREX,155.44,0.049141737,0.005915619,66.28906039,0.049286455,0.049141737,36.40208979
CENTRAL,KIAMBU,GITHUNGURI,DETREX,716.7713611,0.227154117,0.027278347,66.28906039,0.227271742,0.227154117,48.20236316
CENTRAL,KIAMBU,JUJA,DETREX,1190.5785,0.377410351,0.045310143,66.28906039,0.377505107,0.37741035,58.16270771
CENTRAL,KIAMBU,KABETE,DETREX,434.312,0.137579106,0.01652872,66.28906039,0.137710363,0.137579106,42.26451983
CENTRAL,KIAMBU,KIAMBAA,DETREX,2131.370722,0.675759372,0.081114108,66.28906039,0.67580872,0.675759371,77.93998397
CENTRAL,KIAMBU,KIAMBU,DETREX,2084.818333,0.660996431,0.079342452,66.28906039,0.661048026,0.660996431,76.96136251
CENTRAL,KIAMBU,KIKUYU,DETREX,298.72,0.094579451,0.011368462,66.28906039,0.094717253,0.094579451,39.41411314
CENTRAL,KIAMBU,LARI,DETREX,86.6335,0.027321455,0.003297033,66.28906039,0.027469494,0.027321455,34.95564378
CENTRAL,KIAMBU,LIMURU,DETREX,600.06,0.190141991,0.022836633,66.28906039,0.190265249,0.190141991,45.7488641
CENTRAL,KIAMBU,ROYSAMBU,DETREX,16.667,0.005133307,0.0006343,66.28906039,0.005284723,0.005133307,33.48481231
CENTRAL,KIAMBU,RUIRU,DETREX,375.28525,0.118860229,0.014282324,66.28906039,0.118994336,0.118860229,41.02366312
CENTRAL,KIAMBU,THIKA TOWN,DETREX,2389.330028,0.757564795,0.09093133,66.28906039,0.757601693,0.757564795,83.36278865
CENTRAL,KIAMBU,WESTLANDS,DETREX,78.29844444,0.024678198,0.002979823,66.28906039,0.024826639,0.024678198,34.78042475
CENTRAL,KIRINYAGA,GACHOKA,DETREX,1162.512,0.368509753,0.044242009,66.28906039,0.368605864,0.368509753,57.57269547
CENTRAL,KIRINYAGA,GICHUGU,DETREX,830.8985833,0.263346747,0.031621715,66.28906039,0.263458863,0.263346747,50.60153861
CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,DETREX,1316.9285,0.417479133,0.050118677,66.28906039,0.417567791,0.417479133,60.81882964
CENTRAL,KIRINYAGA,MWEA,DETREX,3153.807667,1,0.120025246,66.28906039,1,1,99.43359059
CENTRAL,KIRINYAGA,NDIA,DETREX,1478.950361,0.468860365,0.056284783,66.28906039,0.468941203,0.468860365,64.22484325
CENTRAL,MURANG'A,GATANGA,DETREX,147.68,0.046680845,0.005620295,66.28906039,0.046825937,0.046680845,36.23895955
CENTRAL,MURANG'A,KANDARA,DETREX,550.24,0.174342808,0.020940621,66.28906039,0.174468471,0.174342808,44.70155112
CENTRAL,MURANG'A,KANGEMA,DETREX,91.68,0.028921828,0.003489089,66.28906039,0.029069623,0.028921828,35.06173099
CENTRAL,MURANG'A,KIGUMO,DETREX,509.32,0.161366041,0.019383318,66.28906039,0.161493678,0.16136604,43.8413334
CENTRAL,MURANG'A,KIHARU,DETREX,1056.79575,0.334984455,0.04021874,66.28906039,0.335085668,0.334984455,55.35033496
CENTRAL,MURANG'A,MARAGWA,DETREX,1198.542,0.379935778,0.045613212,66.28906039,0.38003015,0.379935778,58.33011592
CENTRAL,MURANG'A,MATHIOYA,DETREX,279.946,0.088625741,0.010653975,66.28906039,0.088764449,0.088625741,39.01944727
CENTRAL,MURANG'A,THIKA TOWN,DETREX,0.96,0.00015222,3.65E-05,66.28906039,0.000304394,0.00015222,33.15462073
CENTRAL,NYANDARUA,KINANGOP,DETREX,342.26925,0.10839002,0.013025826,66.28906039,0.108525721,0.10839002,40.3296028
CENTRAL,NYANDARUA,KIPIPIRI,DETREX,321.026,0.101653248,0.012217367,66.28906039,0.101789974,0.101653248,39.8830285
CENTRAL,NYANDARUA,LARI,DETREX,0.72,7.61E-05,2.74E-05,66.28906039,0.000228295,7.61E-05,33.14957546
CENTRAL,NYANDARUA,NDARAGWA,DETREX,33.6,0.01050319,0.001278724,66.28906039,0.010653789,0.01050319,33.8407768
CENTRAL,NYANDARUA,OL JOROK,DETREX,150.7273333,0.047647232,0.005736268,66.28906039,0.047792177,0.047647231,36.3030204
CENTRAL,NYANDARUA,OL KALOU,DETREX,123.76,0.039095208,0.004709965,66.28906039,0.039241454,0.039095208,35.73611478
CENTRAL,NYERI,KIENI,DETREX,564.216,0.178774951,0.021472509,66.28906039,0.178899939,0.178774951,44.99535374
CENTRAL,NYERI,MATHIOYA,DETREX,0.48,0,1.83E-05,66.28906039,0.000152197,0,33.1445302
CENTRAL,NYERI,MATHIRA,DETREX,614.804,0.194817686,0.023397749,66.28906039,0.194940233,0.194817686,46.05881156
CENTRAL,NYERI,MUKURWENI,DETREX,216.4,0.068473696,0.008235589,66.28906039,0.068615471,0.068473696,37.68358716
CENTRAL,NYERI,NDIA,DETREX,3.84,0.001065541,0.00014614,66.28906039,0.001217576,0.001065541,33.21516391
CENTRAL,NYERI,NYERI TOWN,DETREX,1036.095778,0.32841997,0.039430956,66.28906039,0.328522182,0.32841997,54.91518142
CENTRAL,NYERI,OTHAYA,DETREX,106.8,0.033716762,0.004064514,66.28906039,0.033863828,0.033716762,35.3795827
CENTRAL,NYERI,TETU,DETREX,72.16,0.022731542,0.002746211,66.28906039,0.022880279,0.022731542,34.65138275
CENTRAL,KIAMBU,JUJA,DIRIA,36,0.005782436,0.003175303,47.16697108,0.008648649,0.005782436,23.85622552
CENTRAL,KIRINYAGA,GACHOKA,DIRIA,72,0.01445609,0.006350606,47.16697108,0.017297297,0.01445609,24.2653355
CENTRAL,KIRINYAGA,GICHUGU,DIRIA,144,0.031803397,0.012701213,47.16697108,0.034594595,0.031803397,25.08355546
CENTRAL,KIRINYAGA,MWEA,DIRIA,132,0.028912179,0.011642778,47.16697108,0.031711712,0.028912179,24.94718546
CENTRAL,KIRINYAGA,NDIA,DIRIA,12,0,0.001058434,47.16697108,0.002882883,0,23.58348554
CENTRAL,MURANG'A,KIGUMO,DIRIA,24,0.002891218,0.002116869,47.16697108,0.005765766,0.002891218,23.71985553
CENTRAL,MURANG'A,KIHARU,DIRIA,216,0.049150705,0.019051819,47.16697108,0.051891892,0.049150705,25.90177541
CENTRAL,MURANG'A,MARAGWA,DIRIA,168,0.037585833,0.014818082,47.16697108,0.04036036,0.037585833,25.35629544
CENTRAL,MURANG'A,MATHIOYA,DIRIA,866,0.205758342,0.076383682,47.16697108,0.208048048,0.205758342,33.28848332
CENTRAL,NYANDARUA,KIPIPIRI,DIRIA,204,0.046259487,0.017993385,47.16697108,0.049009009,0.046259487,25.76540542
CENTRAL,NYERI,KIENI,DIRIA,4162.5,1,0.367144432,47.16697108,1,1,70.75045662
CENTRAL,NYERI,MATHIRA,DIRIA,1624.75,0.388567642,0.143307607,47.16697108,0.39033033,0.388567642,41.91104429
CENTRAL,NYERI,MUKURWENI,DIRIA,588,0.13877846,0.051863286,47.16697108,0.141261261,0.13877846,30.12924517
CENTRAL,NYERI,NYERI TOWN,DIRIA,3004.25,0.720937236,0.264983462,47.16697108,0.721741742,0.720937236,57.58791132
CENTRAL,NYERI,OTHAYA,DIRIA,24,0.002891218,0.002116869,47.16697108,0.005765766,0.002891218,23.71985553
CENTRAL,NYERI,TETU,DIRIA,60,0.011564872,0.005292172,47.16697108,0.014414414,0.011564872,24.12896551
CENTRAL,KIAMBU,GATUNDU NORTH,DIVA (PWANI OIL PRODUCTS),4.8,0.078651685,0.010999083,52.46461961,0.088888889,0.078651685,30.35874056
CENTRAL,KIAMBU,GATUNDU SOUTH,DIVA (PWANI OIL PRODUCTS),6.6,0.112359551,0.01512374,52.46461961,0.122222222,0.112359551,32.12721088
CENTRAL,KIAMBU,JUJA,DIVA (PWANI OIL PRODUCTS),52.8,0.97752809,0.120989918,52.46461961,0.977777778,0.97752809,77.5179492
CENTRAL,KIAMBU,KIAMBU,DIVA (PWANI OIL PRODUCTS),19.2,0.348314607,0.043996334,52.46461961,0.355555556,0.348314607,44.50650315
CENTRAL,KIAMBU,THIKA TOWN,DIVA (PWANI OIL PRODUCTS),53.4,0.988764045,0.122364803,52.46461961,0.988888889,0.988764045,78.10743931
CENTRAL,KIRINYAGA,GICHUGU,DIVA (PWANI OIL PRODUCTS),18,0.325842697,0.041246563,52.46461961,0.333333333,0.325842697,43.32752294
CENTRAL,KIRINYAGA,MWEA,DIVA (PWANI OIL PRODUCTS),54,1,0.123739688,52.46461961,1,1,78.69692942
CENTRAL,KIRINYAGA,NDIA,DIVA (PWANI OIL PRODUCTS),4.8,0.078651685,0.010999083,52.46461961,0.088888889,0.078651685,30.35874056
CENTRAL,MURANG'A,GATANGA,DIVA (PWANI OIL PRODUCTS),7.8,0.134831461,0.017873511,52.46461961,0.144444444,0.134831461,33.3061911
CENTRAL,MURANG'A,KANDARA,DIVA (PWANI OIL PRODUCTS),35.8,0.65917603,0.08203483,52.46461961,0.662962963,0.65917603,60.81572947
CENTRAL,MURANG'A,KIGUMO,DIVA (PWANI OIL PRODUCTS),25.8,0.471910112,0.059120073,52.46461961,0.477777778,0.471910112,50.99089434
CENTRAL,MURANG'A,KIHARU,DIVA (PWANI OIL PRODUCTS),31.2,0.573033708,0.071494042,52.46461961,0.577777778,0.573033708,56.29630531
CENTRAL,MURANG'A,MARAGWA,DIVA (PWANI OIL PRODUCTS),28.8,0.528089888,0.0659945,52.46461961,0.533333333,0.528089888,53.93834488
CENTRAL,MURANG'A,MATHIOYA,DIVA (PWANI OIL PRODUCTS),7.2,0.123595506,0.016498625,52.46461961,0.133333333,0.123595506,32.71670099
CENTRAL,NYANDARUA,KINANGOP,DIVA (PWANI OIL PRODUCTS),9.6,0.168539326,0.021998167,52.46461961,0.177777778,0.168539326,35.07466142
CENTRAL,NYANDARUA,KIPIPIRI,DIVA (PWANI OIL PRODUCTS),21.6,0.393258427,0.049495875,52.46461961,0.4,0.393258427,46.86446358
CENTRAL,NYANDARUA,OL JOROK,DIVA (PWANI OIL PRODUCTS),20.4,0.370786517,0.046746104,52.46461961,0.377777778,0.370786517,45.68548337
CENTRAL,NYERI,KIENI,DIVA (PWANI OIL PRODUCTS),0.6,0,0.001374885,52.46461961,0.011111111,0,26.23230981
CENTRAL,NYERI,MUKURWENI,DIVA (PWANI OIL PRODUCTS),7.2,0.123595506,0.016498625,52.46461961,0.133333333,0.123595506,32.71670099
CENTRAL,NYERI,NYERI TOWN,DIVA (PWANI OIL PRODUCTS),17.2,0.310861423,0.039413382,52.46461961,0.318518519,0.310861423,42.54153613
CENTRAL,NYERI,TETU,DIVA (PWANI OIL PRODUCTS),9.6,0.168539326,0.021998167,52.46461961,0.177777778,0.168539326,35.07466142
CENTRAL,KIAMBU,GATUNDU NORTH,DIVA GLYCERIN,16.32820833,0.373900532,0.076506225,,0.376610829,0.373900532,
CENTRAL,KIAMBU,GATUNDU SOUTH,DIVA GLYCERIN,2.440208333,0.052180533,0.011433657,,0.05628351,0.052180532,
CENTRAL,KIAMBU,GITHUNGURI,DIVA GLYCERIN,0.187680556,0,0.000879382,,0.00432886,0,
CENTRAL,KIAMBU,JUJA,DIVA GLYCERIN,23.85333333,0.54822248,0.111765385,,0.550178161,0.54822248,
CENTRAL,KIAMBU,KIAMBAA,DIVA GLYCERIN,5.695263889,0.127584944,0.0266853,,0.131361507,0.127584944,
CENTRAL,KIAMBU,RUIRU,DIVA GLYCERIN,5.273041667,0.11780403,0.024706968,,0.121622933,0.11780403,
CENTRAL,KIAMBU,THIKA TOWN,DIVA GLYCERIN,43.35565278,1,0.203143987,,1,1,
CENTRAL,KIRINYAGA,GICHUGU,DIVA GLYCERIN,3.505055556,0.076848062,0.016423025,,0.080844257,0.076848062,
CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,DIVA GLYCERIN,9.267777778,0.210343381,0.043424403,,0.213761694,0.210343381,
CENTRAL,KIRINYAGA,MWEA,DIVA GLYCERIN,6.75975,0.152244108,0.031672976,,0.155913925,0.152244108,
CENTRAL,KIRINYAGA,NDIA,DIVA GLYCERIN,3.004333333,0.06524867,0.014076878,,0.069295078,0.06524867,
CENTRAL,MURANG'A,GATANGA,DIVA GLYCERIN,1.501444444,0.030433764,0.007035055,,0.034630881,0.030433764,
CENTRAL,MURANG'A,KANDARA,DIVA GLYCERIN,6.0065,0.134794829,0.028143605,,0.138540181,0.134794829,
CENTRAL,MURANG'A,KIGUMO,DIVA GLYCERIN,0.751083333,0.013051407,0.00351922,,0.017323769,0.013051407,
CENTRAL,MURANG'A,KIHARU,DIVA GLYCERIN,2.252166667,0.047824487,0.010552583,,0.051946321,0.047824487,
CENTRAL,NYANDARUA,KINANGOP,DIVA GLYCERIN,36.40909722,0.8390808,0.170595729,,0.839777397,0.8390808,
CENTRAL,NYANDARUA,KIPIPIRI,DIVA GLYCERIN,25.61191667,0.58896063,0.120005271,,0.590739962,0.58896063,
CENTRAL,NYANDARUA,OL JOROK,DIVA GLYCERIN,3.37825,0.07391057,0.015828874,,0.077919482,0.07391057,
CENTRAL,NYERI,NYERI TOWN,DIVA GLYCERIN,17.8425,0.408979587,0.083601477,,0.411538032,0.408979587,
CENTRAL,KIAMBU,DAGORETTI,FRESCO (PWANI OIL PRODUCTS),0.498020833,0,0.000136136,,0.001323802,0,
CENTRAL,KIAMBU,GATUNDU NORTH,FRESCO (PWANI OIL PRODUCTS),83.26908333,0.220307529,0.022761926,,0.221339688,0.220307529,
CENTRAL,KIAMBU,GATUNDU SOUTH,FRESCO (PWANI OIL PRODUCTS),15.43864583,0.039766702,0.004220213,,0.041037861,0.039766702,
CENTRAL,KIAMBU,GITHUNGURI,FRESCO (PWANI OIL PRODUCTS),17.92875,0.046394486,0.004900893,,0.047656871,0.046394486,
