REGION_NAME,BRAND,SKU,MONTH,Sales Value,VOLUME,Price,Total_Sales_Vol,mean,std,Market_Share,Total_brand,z_score,Cleaned_Brand,PED,Cluster
BEAUTY STORES,SAWA  SOAP,50ML,1,0,,,53278.599,605.438625,1092.644366,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,50ML,2,27250,38.929,699.9922937,56132.624,578.6868454,1100.502564,0.000693518,48,-0.490464869,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,3,32297.062,44.753,721.6736755,54432.473,523.3891635,1021.855548,0.000822175,48,-0.468399046,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,4,40510.866,56.861,712.454336,57194.68,544.7112381,1040.781354,0.000994166,48,-0.468734606,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,5,12249.172,12.249,1000.014042,56624.799,510.1333243,961.4192956,0.000216319,48,-0.517863878,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,6,6987.004,8.194,852.6975836,54832.043,493.9823694,908.8771835,0.000149438,48,-0.534492865,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,7,11701.266,11.701,1000.022733,57704.22,515.21625,968.7830439,0.000202775,48,-0.519739949,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,8,7721.393,7.721,1000.0509,57222.632,515.5192072,884.2714909,0.000134929,48,-0.574255998,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,9,4252.932,4.253,999.9840113,56908.679,526.932213,880.2291887,7.47E-05,48,-0.593799001,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,10,8567.155,9.459,905.7146633,59588.129,567.5059905,1014.503829,0.00015874,48,-0.550068886,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,11,30749.303,35.289,871.3565984,61296.086,547.2864821,995.1520952,0.000575714,48,-0.514491689,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,50ML,12,15310.076,19.138,799.9830703,57523.198,532.6222037,977.5750236,0.000332701,48,-0.525263219,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,1,0,,,53278.599,605.438625,1092.644366,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,2,0,,,56132.624,578.6868454,1100.502564,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,3,0,,,54432.473,523.3891635,1021.855548,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,4,0,,,57194.68,544.7112381,1040.781354,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,5,0,,,56624.799,510.1333243,961.4192956,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,6,0,,,54832.043,493.9823694,908.8771835,,48,,SAWA PWANI OIL PRODUCTS,,Unclassified
BEAUTY STORES,SAWA  SOAP,90ML,7,15526.104,17.467,888.8821206,57704.22,515.21625,968.7830439,0.000302699,48,-0.513788152,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,8,52353.169,65.453,799.8589675,57222.632,515.5192072,884.2714909,0.001143831,48,-0.508968356,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,9,45363.99,56.715,799.8587675,56908.679,526.932213,880.2291887,0.000996597,48,-0.534198614,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,10,35144.366,43.938,799.8626701,59588.129,567.5059905,1014.503829,0.000737362,48,-0.516082814,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,11,20589.156,25.741,799.858436,61296.086,547.2864821,995.1520952,0.000419945,48,-0.524086202,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
BEAUTY STORES,SAWA  SOAP,90ML,12,72794.986,91.009,799.8657935,57523.198,532.6222037,977.5750236,0.001582127,48,-0.451743542,SAWA PWANI OIL PRODUCTS,,White A (Low Potential)
CENTRAL,DIRIA,1000G,1,79542.814,227.928,348.9821961,1006773.271,8460.279588,15812.4923,0.000226395,37,-0.520623279,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,2,43376.286,136.824,317.0224961,1098685.536,9155.7128,17825.72377,0.000124534,37,-0.505947972,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,3,24686.186,81.018,304.7000173,947185.319,8308.643149,16444.37594,8.55E-05,37,-0.500330641,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,4,14144.836,49.547,285.4831978,884522.783,7827.635248,14883.07345,5.60E-05,37,-0.522613039,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,5,10608.627,37.161,285.477436,916193.537,8180.299438,14306.38029,4.06E-05,37,-0.56919628,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,6,22681.628,79.451,285.4794527,967178.115,8873.193716,16279.51417,8.21E-05,37,-0.540172306,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,7,1768.104,6.193,285.5004037,1009149.125,9258.248853,19074.67159,6.14E-06,37,-0.485044044,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,8,35346.887,121.58,290.7294539,944767.018,8588.791073,18291.17354,0.000128688,37,-0.462912402,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,9,42353.297,140.991,300.3971672,924033.276,8400.302509,18698.59839,0.000152582,37,-0.441707519,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,10,36629.86,128.309,285.4816108,932467.237,8476.974882,17132.52569,0.000137602,37,-0.48729919,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,11,17437.463,67.26,259.2545792,1009946.938,9265.568239,18158.0099,6.66E-05,37,-0.506570284,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,1000G,12,24528.952,96.447,254.3257126,1122978.693,9850.690289,19456.95794,8.59E-05,37,-0.50132417,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,1,12179.715,41.988,290.0760932,1006773.271,8460.279588,15812.4923,4.17E-05,37,-0.532382336,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,2,50093.662,172.69,290.0785338,1098685.536,9155.7128,17825.72377,0.000157179,37,-0.503935936,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,3,16176.821,55.767,290.0787383,947185.319,8308.643149,16444.37594,5.89E-05,37,-0.501866181,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,4,31766.463,109.51,290.0781938,884522.783,7827.635248,14883.07345,0.000123807,37,-0.5185841,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,5,49888.545,171.982,290.0800374,916193.537,8180.299438,14306.38029,0.000187714,37,-0.559772443,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,6,4234.436,14.598,290.0695986,967178.115,8873.193716,16279.51417,1.51E-05,37,-0.544156025,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,7,0,,,1009149.125,9258.248853,19074.67159,,37,,DIRIA,-0.6800514,Unclassified
CENTRAL,DIRIA,2000G,8,23426.958,78.09,299.9994622,944767.018,8588.791073,18291.17354,8.27E-05,37,-0.465290051,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,9,12694.694,49.065,258.7321716,924033.276,8400.302509,18698.59839,5.31E-05,37,-0.446623717,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,10,29781.247,121.556,245.0002221,932467.237,8476.974882,17132.52569,0.00013036,37,-0.487693352,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,11,11159.555,43.763,254.9997715,1009946.938,9265.568239,18158.0099,4.33E-05,37,-0.507864314,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,2000G,12,10468.19,41.052,254.9982948,1122978.693,9850.690289,19456.95794,3.66E-05,37,-0.504171223,DIRIA,-0.6800514,White A (Low Potential)
CENTRAL,DIRIA,500G,1,6206843.238,16682.237,372.0630056,1006773.271,8460.279588,15812.4923,0.016570004,37,0.519965939,DIRIA,-0.6800514,Yellow B (Struggling)
CENTRAL,DIRIA,500G,2,6619170.566,17681.758,374.3502522,1098685.536,9155.7128,17825.72377,0.016093557,37,0.478300085,DIRIA,-0.6800514,Yellow B (Struggling)
CENTRAL,DIRIA,500G,3,5435942.278,14392.738,377.6864609,947185.319,8308.643149,16444.37594,0.015195271,37,0.369980282,DIRIA,-0.6800514,Yellow B (Struggling)
CENTRAL,DIRIA,500G,4,3800429.585,10157.936,374.1340352,884522.783,7827.635248,14883.07345,0.011484086,37,0.156573893,DIRIA,-0.6800514,Yellow B (Struggling)
CENTRAL,DIRIA,500G,5,1462539.095,4288.953,341.0014274,916193.537,8180.299438,14306.38029,0.004681274,37,-0.272000769,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,6,943848.169,2661.817,354.5879258,967178.115,8873.193716,16279.51417,0.002752148,37,-0.381545583,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,7,1602729.73,4415.271,362.99691,1009149.125,9258.248853,19074.67159,0.004375241,37,-0.25389574,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,8,892217.547,2497.432,357.2539901,944767.018,8588.791073,18291.17354,0.002643437,37,-0.333021775,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,9,1330109.789,3718.363,357.7138082,924033.276,8400.302509,18698.59839,0.004024057,37,-0.250389864,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,10,1320774.418,3935.947,335.5671248,932467.237,8476.974882,17132.52569,0.004221003,37,-0.265053032,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,11,1504757.081,4623.299,325.4725859,1009946.938,9265.568239,18158.0099,0.004577764,37,-0.255659583,DIRIA,-0.6800514,Blue B (Stagnant)
CENTRAL,DIRIA,500G,12,1980401.462,6187.035,320.0889379,1122978.693,9850.690289,19456.95794,0.005509486,37,-0.18829538,DIRIA,-0.6800514,Yellow B (Struggling)
CENTRAL,FRYKING,1000G,1,0,,,1006773.271,8460.279588,15812.4923,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,2,27599.439,114.518,241.0052481,1098685.536,9155.7128,17825.72377,0.000104232,37,-0.50719931,FRYKING,-1.882610408,White A (Low Potential)
CENTRAL,FRYKING,1000G,3,85702.865,351.321,243.9446119,947185.319,8308.643149,16444.37594,0.000370911,37,-0.483893228,FRYKING,-1.882610408,White A (Low Potential)
CENTRAL,FRYKING,1000G,4,28829.228,120.132,239.9795891,884522.783,7827.635248,14883.07345,0.000135816,37,-0.517870403,FRYKING,-1.882610408,White A (Low Potential)
CENTRAL,FRYKING,1000G,5,0,,,916193.537,8180.299438,14306.38029,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,6,6815.885,26.484,257.3585939,967178.115,8873.193716,16279.51417,2.74E-05,37,-0.543425905,FRYKING,-1.882610408,White A (Low Potential)
CENTRAL,FRYKING,1000G,7,14345.632,55.741,257.3623006,1009149.125,9258.248853,19074.67159,5.52E-05,37,-0.482446464,FRYKING,-1.882610408,White A (Low Potential)
CENTRAL,FRYKING,1000G,8,0,,,944767.018,8588.791073,18291.17354,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,9,0,,,924033.276,8400.302509,18698.59839,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,10,0,,,932467.237,8476.974882,17132.52569,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,11,0,,,1009946.938,9265.568239,18158.0099,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,1000G,12,0,,,1122978.693,9850.690289,19456.95794,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,500G,1,1113199.814,3143.796,354.0941632,1006773.271,8460.279588,15812.4923,0.003122645,37,-0.33622047,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,2,432098.046,1239.178,348.6973187,1098685.536,9155.7128,17825.72377,0.001127873,37,-0.444107342,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,3,1096723.506,3300.494,332.2907135,947185.319,8308.643149,16444.37594,0.003484528,37,-0.304550879,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,4,1187375.191,3591.5,330.6070419,884522.783,7827.635248,14883.07345,0.004060382,37,-0.284627719,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,5,1055023.821,3141.681,335.8150687,916193.537,8180.299438,14306.38029,0.003429058,37,-0.3521938,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,6,435054.879,1229.361,353.8870023,967178.115,8873.193716,16279.51417,0.00127108,37,-0.469536906,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,7,675873.945,1971.634,342.7988891,1009149.125,9258.248853,19074.67159,0.001953759,37,-0.382004734,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,8,381063.745,1092.607,348.7656083,944767.018,8588.791073,18291.17354,0.001156483,37,-0.409825212,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,9,277485.003,816.132,340.0001507,924033.276,8400.302509,18698.59839,0.000883228,37,-0.405601016,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,10,154503.604,454.422,340.0002729,932467.237,8476.974882,17132.52569,0.000487333,37,-0.46826446,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYKING,500G,11,0,,,1009946.938,9265.568239,18158.0099,,37,,FRYKING,-1.882610408,Unclassified
CENTRAL,FRYKING,500G,12,306171.98,850.478,359.9998824,1122978.693,9850.690289,19456.95794,0.000757341,37,-0.462570373,FRYKING,-1.882610408,Blue B (Stagnant)
CENTRAL,FRYMATE,10000G,1,13593167.66,48065.638,282.8042699,1006773.271,8460.279588,15812.4923,0.047742267,37,2.504687918,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,2,17460569.69,67261.281,259.593178,1098685.536,9155.7128,17825.72377,0.061219775,37,3.259647066,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,3,9289481.012,36124.634,257.1508686,947185.319,8308.643149,16444.37594,0.038138929,37,1.691520004,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,4,8448912.309,34359.003,245.9009742,884522.783,7827.635248,14883.07345,0.038844678,37,1.782653821,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,5,8755897.652,35077.751,249.6139975,916193.537,8180.299438,14306.38029,0.038286399,37,1.880101816,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,6,10891840.54,43493.769,250.4230098,967178.115,8873.193716,16279.51417,0.044969761,37,2.126634427,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,7,8581415.342,37800.928,227.0159966,1009149.125,9258.248853,19074.67159,0.037458218,37,1.496365429,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,8,7032128.048,30544.036,230.2291697,944767.018,8588.791073,18291.17354,0.032329702,37,1.200319098,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,9,6688084.956,30728.021,217.6542692,924033.276,8400.302509,18698.59839,0.033254236,37,1.194085141,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,10,5604265.005,23897.247,234.5150889,932467.237,8476.974882,17132.52569,0.025627975,37,0.90005831,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,11,6312696.091,28006.816,225.3985634,1009946.938,9265.568239,18158.0099,0.027730978,37,1.032120142,FRYMATE,-1.256105789,Green A (Low Competition)
CENTRAL,FRYMATE,10000G,12,4597203.421,20313.54,226.3122735,1122978.693,9850.690289,19456.95794,0.018088981,37,0.537743348,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,1000G,1,1712541.682,4778.768,358.3646835,1006773.271,8460.279588,15812.4923,0.004746618,37,-0.232822981,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,1000G,2,1406570.621,3902.75,360.4050019,1098685.536,9155.7128,17825.72377,0.003552199,37,-0.294684405,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,3,1336025.605,3811.588,350.5167938,947185.319,8308.643149,16444.37594,0.004024121,37,-0.273470709,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,4,1348512.191,3976.372,339.1312963,884522.783,7827.635248,14883.07345,0.0044955,37,-0.258768007,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,5,1317554.838,3798.498,346.8620592,916193.537,8180.299438,14306.38029,0.004145956,37,-0.306283025,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,6,1310668.046,3896.431,336.3765574,967178.115,8873.193716,16279.51417,0.004028659,37,-0.305707079,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,7,1272433.323,3849.607,330.5359022,1009149.125,9258.248853,19074.67159,0.003814706,37,-0.283550982,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,8,1329182.919,4117.872,322.7839328,944767.018,8588.791073,18291.17354,0.004358611,37,-0.244430411,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,9,1469237.791,4509.161,325.8339614,924033.276,8400.302509,18698.59839,0.004879869,37,-0.208098031,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,1000G,10,1433815.7,4276.952,335.242411,932467.237,8476.974882,17132.52569,0.004586705,37,-0.245149078,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,11,945731.14,2896.882,326.4651926,1009946.938,9265.568239,18158.0099,0.002868351,37,-0.350737018,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,1000G,12,1833813.855,5500.013,333.4199128,1122978.693,9850.690289,19456.95794,0.0048977,37,-0.223605216,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,1,2994415.064,5870.858,510.0472646,1006773.271,8460.279588,15812.4923,0.005831361,37,-0.163757967,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,2,3772401.801,7758.939,486.2007294,1098685.536,9155.7128,17825.72377,0.00706202,37,-0.0783572,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,3,3442268.125,6865.882,501.3584744,947185.319,8308.643149,16444.37594,0.007248721,37,-0.087735841,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,4,3006692.383,5970.3,503.608258,884522.783,7827.635248,14883.07345,0.006749741,37,-0.124795141,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,5,2584245.991,5176.455,499.2308425,916193.537,8180.299438,14306.38029,0.005649958,37,-0.209965371,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,6,2460966.434,4895.96,502.6524796,967178.115,8873.193716,16279.51417,0.005062108,37,-0.244309116,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,7,2004483.689,3880.396,516.5667857,1009149.125,9258.248853,19074.67159,0.003845216,37,-0.281936852,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,100G,8,2853976.046,5354.746,532.9806579,944767.018,8588.791073,18291.17354,0.005667795,37,-0.176809053,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,9,2870717.562,5232.877,548.5925929,924033.276,8400.302509,18698.59839,0.005663083,37,-0.16939374,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,100G,10,2100506.225,3955.071,531.0919134,932467.237,8476.974882,17132.52569,0.004241512,37,-0.263936793,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,100G,11,1938563.14,3892.723,497.9966825,1009946.938,9265.568239,18158.0099,0.003854384,37,-0.295893948,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,100G,12,1160614.992,2259.165,513.7362663,1122978.693,9850.690289,19456.95794,0.002011761,37,-0.390170206,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,1,561680.734,1615.397,347.7044553,1006773.271,8460.279588,15812.4923,0.001604529,37,-0.432878161,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,2,406465.925,1122.434,362.1290205,1098685.536,9155.7128,17825.72377,0.001021615,37,-0.450656529,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,3,724099.203,2118.869,341.7385421,947185.319,8308.643149,16444.37594,0.002237016,37,-0.376406753,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,4,540339.995,1587.389,340.3954513,884522.783,7827.635248,14883.07345,0.001794628,37,-0.419284785,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,5,407274.643,1192.945,341.4026992,916193.537,8180.299438,14306.38029,0.001302067,37,-0.488408269,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,6,624433.202,1794.719,347.9281169,967178.115,8873.193716,16279.51417,0.001855624,37,-0.43480872,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,7,618780.865,1811.941,341.5016631,1009149.125,9258.248853,19074.67159,0.001795514,37,-0.390376726,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,8,702480.364,2059.397,341.1097345,944767.018,8588.791073,18291.17354,0.002179793,37,-0.356969664,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,9,515001.764,1503.997,342.4220687,924033.276,8400.302509,18698.59839,0.001627644,37,-0.368814034,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,10,479700.629,1403.938,341.6822032,932467.237,8476.974882,17132.52569,0.001505616,37,-0.412842625,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,11,500893.919,1476.059,339.3454591,1009946.938,9265.568239,18158.0099,0.001461521,37,-0.428984745,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,2000G,12,656947.793,1912.403,343.5195369,1122978.693,9850.690289,19456.95794,0.001702974,37,-0.407992211,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,250G,1,3545457,9178.723,386.2690921,1006773.271,8460.279588,15812.4923,0.009116971,37,0.045435179,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,2,5407161.041,14804.527,365.2370009,1098685.536,9155.7128,17825.72377,0.013474763,37,0.316891155,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,3,3193517.998,8650.801,369.1586476,947185.319,8308.643149,16444.37594,0.009133166,37,0.020806983,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,4,3965919.145,10632.3,373.0067008,884522.783,7827.635248,14883.07345,0.01202038,37,0.188446611,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,5,3949758.11,10799.135,365.7476372,916193.537,8180.299438,14306.38029,0.011786958,37,0.18305368,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,6,4025489.71,10858.298,370.7293454,967178.115,8873.193716,16279.51417,0.011226782,37,0.121938792,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,7,2950987.707,7673.11,384.5882187,1009149.125,9258.248853,19074.67159,0.007603544,37,-0.083101764,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,250G,8,2539099.243,6650.089,381.814325,944767.018,8588.791073,18291.17354,0.007038867,37,-0.105991126,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,250G,9,2670312.149,7187.625,371.5152292,924033.276,8400.302509,18698.59839,0.007778535,37,-0.064853926,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,250G,10,3259909.539,8704.599,374.5042752,932467.237,8476.974882,17132.52569,0.009335019,37,0.013286081,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,11,3336683.933,9422.788,354.1079278,1009946.938,9265.568239,18158.0099,0.009329983,37,0.008658425,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,250G,12,2538244.514,7170.092,354.0044555,1122978.693,9850.690289,19456.95794,0.006384887,37,-0.137770678,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,5000G,1,1190703.577,6131.051,194.2087216,1006773.271,8460.279588,15812.4923,0.006089803,37,-0.147303065,FRYMATE,-1.256105789,Yellow A (Resilient)
CENTRAL,FRYMATE,5000G,2,1041711.904,5211.806,199.8754182,1098685.536,9155.7128,17825.72377,0.004743674,37,-0.22124806,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,5000G,3,501729.553,3158.19,158.8661711,947185.319,8308.643149,16444.37594,0.003334289,37,-0.313204537,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,5000G,4,276010.914,1739.645,158.6593322,884522.783,7827.635248,14883.07345,0.001966761,37,-0.40905464,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,5000G,5,532263.201,3365.052,158.1738413,916193.537,8180.299438,14306.38029,0.003672862,37,-0.336580417,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,5000G,6,823178.274,4385.129,187.7204237,967178.115,8873.193716,16279.51417,0.004533942,37,-0.275687878,FRYMATE,-1.256105789,Blue B (Stagnant)
CENTRAL,FRYMATE,5000G,7,2308250.394,12880.812,179.2006897,1009149.125,9258.248853,19074.67159,0.012764032,37,0.189914837,FRYMATE,-1.256105789,Yellow B (Struggling)
CENTRAL,FRYMATE,5000G,8,842691.079,4625.281,182.1924071,944767.018,8588.791073,18291.17354,0.004895684,37,-0.216689764,FRYMATE,-1.256105789,Yellow A (Resilient)
